caliber,club,date,height,league,meta,person,place,position,positon,source,throws,type,weight,first,give,given,last,matrilineal,nick,nickname,suffix
,Amarillo,1927,,Western League,,blau/VDCWHHT,,,,blau/blau-20170205,,player,,Jack,,,Adams,,,,
,Denver,1928,,Western League,,blau/VDCWHHT,,,,blau/blau-20170205,,player,,Jack,,,Adams,,,,
,Wenatchee,1965,,Northwest League,,nemec/WDLVWRF,,OF,,nemec/Nemec,,playing,,Jim,,James Byron,Adams,,,,
,Caldwell,1965,,Pioneer League,,nemec/WDLVWRF,,OF,,nemec/Nemec,,playing,,Jim,,James Byron,Adams,,,,
,Raleigh,1913,,North Carolina State League,,blau/BGYLJQT,,,,blau/blau-20170115,,player,,Mark,,,Adams,,,,
,Bridgeport,1913,,Eastern Association,,blau/WJYJPBQ,,,,blau/blau-20170219,,player,,Quincy,,,Adams,,,,
,Raleigh,1913,,North Carolina State League,,blau/WJYJPBQ,,,,blau/blau-20170219,,player,,Quincy,,,Adams,,,,
,Idaho Falls,1941,,Pioneer League,,nemec/CSCVQYF,,,,nemec/Nemec,,playing,,Ray,,Ramond Nathaniel,Adams,,,,
,Amarillo,1941,,West Texas-New Mexico League,,nemec/CSCVQYF,,OF-2B,,nemec/Nemec,,playing,,Ray,,Ramond Nathaniel,Adams,,,,
,Idaho Falls,1942,,Pioneer League,,nemec/CSCVQYF,,3B,,nemec/Nemec,,playing,,Ray,,Ramond Nathaniel,Adams,,,,
,Fresno,1947,,California League,,nemec/CSCVQYF,,OF,,nemec/Nemec,,playing,,Ray,,Ramond Nathaniel,Adams,,,,
,Santa Rosa/Reading,1949,,Far West League,,nemec/CSCVQYF,,OF-2B,,nemec/Nemec,,playing,,Ray,,Ramond Nathaniel,Adams,,,,
,Eugene,1950,,Far West League,,nemec/CSCVQYF,,OF,,nemec/Nemec,,playing,,Ray,,Ramond Nathaniel,Adams,,,,
,Sarasota Astros,1977,,Gulf Coast League,,nemec/VSGMKMW,,SS,,nemec/Nemec,,playing,,Ricky,,Ricky Lee,Adams,,,,
,Daytona Beach,1978,,Florida State League,,nemec/VSGMKMW,,SS-2B,,nemec/Nemec,,playing,,Ricky,,Ricky Lee,Adams,,,,
,Daytona Beach,1979,,Florida State League,,nemec/VSGMKMW,,2B,,nemec/Nemec,,playing,,Ricky,,Ricky Lee,Adams,,,,
,Salinas ,1980,,California League,,nemec/VSGMKMW,,SS,,nemec/Nemec,,playing,,Ricky,,Ricky Lee,Adams,,,,
,El Paso,1980,,Texas League,,nemec/VSGMKMW,,SS,,nemec/Nemec,,playing,,Ricky,,Ricky Lee,Adams,,,,
,Holyoke,1981,,Eastern League,,nemec/VSGMKMW,,2B-SS-1B-OF,,nemec/Nemec,,playing,,Ricky,,Ricky Lee,Adams,,,,
,California,1982,,American League,,nemec/VSGMKMW,,SS,,nemec/Nemec,,playing,,Ricky,,Ricky Lee,Adams,,,,
,Holyoke,1982,,Eastern League,,nemec/VSGMKMW,,2B-SS-1B-OF,,nemec/Nemec,,playing,,Ricky,,Ricky Lee,Adams,,,,
,Spokane,1982,,Pacific Coast League,,nemec/VSGMKMW,,2B-SS-OF,,nemec/Nemec,,playing,,Ricky,,Ricky Lee,Adams,,,,
,California,1983,,American League,,nemec/VSGMKMW,,SS-3B-2B,,nemec/Nemec,,playing,,Ricky,,Ricky Lee,Adams,,,,
,Edmonton,1983,,Pacific Coast League,,nemec/VSGMKMW,,2B-3B-OF-SS,,nemec/Nemec,,playing,,Ricky,,Ricky Lee,Adams,,,,
,Edmonton,1984,,Pacific Coast League,,nemec/VSGMKMW,,SS-OF-3B-2B,,nemec/Nemec,,playing,,Ricky,,Ricky Lee,Adams,,,,
,San Francisco,1985,,National League,,nemec/VSGMKMW,,SS-3B-2B,,nemec/Nemec,,playing,,Ricky,,Ricky Lee,Adams,,,,
,Phoenix,1985,,Pacific Coast League,,nemec/VSGMKMW,,SS-OF,,nemec/Nemec,,playing,,Ricky,,Ricky Lee,Adams,,,,
,Phoenix,1986,,Pacific Coast League,,nemec/VSGMKMW,,3B-SS-2B-1B,,nemec/Nemec,,playing,,Ricky,,Ricky Lee,Adams,,,,
,Edmonton,1987,,Pacific Coast League,,nemec/VSGMKMW,,SS-OF-1B-2B-3B,,nemec/Nemec,,playing,,Ricky,,Ricky Lee,Adams,,,,
,Midland,1987,,Texas League,,nemec/VSGMKMW,,SS-2B-OF,,nemec/Nemec,,playing,,Ricky,,Ricky Lee,Adams,,,,
,Ogden,1939,,Pioneer League,,mcconnell/KVJHGWT,,2B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Ogden,1940,,Pioneer League,,mcconnell/KVJHGWT,,2B-OF,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Columbia,1941,,South Atlantic League,,mcconnell/KVJHGWT,,2B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Syracuse,1942,,International League,,mcconnell/KVJHGWT,,2B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Cincinnati,1946,,National League,,mcconnell/KVJHGWT,,2B-OF-3B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Cincinnati,1947,,National League,,mcconnell/KVJHGWT,,2B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Cincinnati,1948,,National League,,mcconnell/KVJHGWT,,2B-3B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Cincinnati,1949,,National League,,mcconnell/KVJHGWT,,2B-3B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Cincinnati,1950,,National League,,mcconnell/KVJHGWT,,2B-3B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Cincinnati,1951,,National League,,mcconnell/KVJHGWT,,3B-2B-OF,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Cincinnati,1952,,National League,,mcconnell/KVJHGWT,,3B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Cincinnati,1953,,National League,,mcconnell/KVJHGWT,,3B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Cincinnati,1954,,National League,,mcconnell/KVJHGWT,,3B-2B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Chicago,1955,,American League,,mcconnell/KVJHGWT,,3B-2B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Cincinnati,1955,,National League,,mcconnell/KVJHGWT,,3B-2B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Baltimore,1956,,American League,,mcconnell/KVJHGWT,,3B-2B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,San Antonio,1956,,Texas League,,mcconnell/KVJHGWT,,2B-3B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Chicago,1957,,National League,,mcconnell/KVJHGWT,,3B-2B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Portland,1957,,Pacific Coast League,,mcconnell/KVJHGWT,,2B-3B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Chicago,1958,,National League,,mcconnell/KVJHGWT,,1B-3B-2B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Miami,1959,,International League,,mcconnell/KVJHGWT,,2B-3B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Chicago,1959,,National League,,mcconnell/KVJHGWT,,1B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Seattle,1959,,Pacific Coast League,,mcconnell/KVJHGWT,,2B-3B,,mcconnell/McConnell,,playing,,Robert,,Robert Henry,Adams,,,,
,Appleton,1942,,Wisconsin State League,,nemec/KDHLLQN,,1B,,nemec/Nemec,,playing,,Russ,,Russell L.,Adams,,,,
,Dayton,1946,,Ohio State League,,nemec/KDHLLQN,,1B,,nemec/Nemec,,playing,,Russ,,Russell L.,Adams,,,,
,Dayton,1947,,Ohio State League,,nemec/KDHLLQN,,1B,,nemec/Nemec,,playing,,Russ,,Russell L.,Adams,,,,
,Tucson,1948,,Arizona-Texas League,,nemec/KDHLLQN,,1B,,nemec/Nemec,,playing,,Russ,,Russell L.,Adams,,,,
,Hastings,1912,,Nebraska State League,,blau/WFJTPYT,,,,blau/blau-20171001,,player,,,,,Adams,,,,
,Topeka,1912,,Western League,,blau/WFJTPYT,,,,blau/blau-20171001,,player,,,,,Adams,,,,
,Anniston,1941,,Southeastern League,,blau/WLWXWRT,,,,blau/blau-20170205,,player,,Ray,,,Adamski,,,,
,Tucson,1929,,Arizona State League,,blau/VVBGHYL,,,,blau/blau-20170319,,player,,George,,,Adamson,,,,
,Springfield,1921,,Western Association,,blau/JWWZNNF,,,,blau/blau-20161225,,player,,Dewey,,,Aday,,,,
,Chickasa,1921,,Western Association,,blau/XTNHXZS,,,,blau/blau-20170521,,player,,Homer,,,Adcock,,,,
,Joplin,1922,,Western Association,,blau/XTNHXZS,,,,blau/blau-20170521,,player,,Homer,,,Adcock,,,,
,Lewiston,1937,,Western International League,,nemec/ZKHMZFJ,,OF,,nemec/Nemec,,playing,,Dwight,,Dwight B.,Aden,,,,
,Spokane,1938,,Western International League,,nemec/ZKHMZFJ,,OF,,nemec/Nemec,,playing,,Dwight,,Dwight B.,Aden,,,,
,Spokane,1939,,Western International League,,nemec/ZKHMZFJ,,OF,,nemec/Nemec,,playing,,Dwight,,Dwight B.,Aden,,,,
,Spokane,1940,,Western International League,,nemec/ZKHMZFJ,,OF,,nemec/Nemec,,playing,,Dwight,,Dwight B.,Aden,,,,
,Spokane,1941,,Western International League,,nemec/ZKHMZFJ,,OF,,nemec/Nemec,,playing,,Dwight,,Dwight B.,Aden,,,,
,Spokane,1942,,Western International League,,nemec/ZKHMZFJ,,OF,,nemec/Nemec,,playing,,Dwight,,Dwight B.,Aden,,,,
,Spokane,1946,,Western International League,,nemec/ZKHMZFJ,,OF,,nemec/Nemec,,playing,,Dwight,,Dwight B.,Aden,,,,
,Mesa Angels,2005,,Arizona League,,nemec/SBQBBLC,,P,,nemec/Nemec,,playing,,Nick,,Nicholas James,Adenhart,,,,
,Orem,2005,,Pioneer League,,nemec/SBQBBLC,,P,,nemec/Nemec,,playing,,Nick,,Nicholas James,Adenhart,,,,
,Rancho Cucamonga,2006,,California League,,nemec/SBQBBLC,,P,,nemec/Nemec,,playing,,Nick,,Nicholas James,Adenhart,,,,
,Cedar Rapids,2006,,Midwest League,,nemec/SBQBBLC,,P,,nemec/Nemec,,playing,,Nick,,Nicholas James,Adenhart,,,,
,Arkansas,2007,,Texas League,,nemec/SBQBBLC,,P,,nemec/Nemec,,playing,,Nick,,Nicholas James,Adenhart,,,,
,Los Angeles,2008,,American League,,nemec/SBQBBLC,,P,,nemec/Nemec,,playing,,Nick,,Nicholas James,Adenhart,,,,
,Salt Lake City,2008,,Pacific Coast League,,nemec/SBQBBLC,,P,,nemec/Nemec,,playing,,Nick,,Nicholas James,Adenhart,,,,
,Los Angeles,2009,,American League,,nemec/SBQBBLC,,P,,nemec/Nemec,,playing,,Nick,,Nicholas James,Adenhart,,,,
,Washington,1939,,American League,,mcconnell/XHWVHVQ,,2B,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Charlotte,1939,,Piedmont League,,mcconnell/XHWVHVQ,,2B,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Washington,1940,,American League,,mcconnell/XHWVHVQ,,2B,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Springfield,1940,,Eastern League,,mcconnell/XHWVHVQ,,2B,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Washington,1941,,American League,,mcconnell/XHWVHVQ,,2B-3B,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Springfield,1941,,Eastern League,,mcconnell/XHWVHVQ,,3B-2B,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Charlotte,1942,,Piedmont League,,mcconnell/XHWVHVQ,,3B,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Montgomery,1943,,Southern Association,,mcconnell/XHWVHVQ,,3B,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Montreal,1944,,International League,,mcconnell/XHWVHVQ,,3B-OF,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Brooklyn,1944,,National League,,mcconnell/XHWVHVQ,,OF,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Brooklyn/Boston,1945,,National League,,mcconnell/XHWVHVQ,,OF-2B,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Indianapolis,1946,,American Association,,mcconnell/XHWVHVQ,,PH-PR,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Toronto,1946,,International League,,mcconnell/XHWVHVQ,,OF,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Atlanta,1946,,Southern Association,,mcconnell/XHWVHVQ,,OF,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Toronto,1947,,International League,,mcconnell/XHWVHVQ,,OF,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Macon,1947,,South Atlantic League,,mcconnell/XHWVHVQ,,OF,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Birmingham,1947,,Southern Association,,mcconnell/XHWVHVQ,,OF,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Emporia,1948,,Virginia League,,mcconnell/XHWVHVQ,,OF-3B,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Emporia,1949,,Virginia League,,mcconnell/XHWVHVQ,,OF,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Emporia,1950,,Virginia League,,mcconnell/XHWVHVQ,,OF,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Roanoke Rapids,1951,,Coastal Plain League,,mcconnell/XHWVHVQ,,OF-1B,,mcconnell/McConnell,,playing,,Morris,,Morris Woodrow,Aderholt,,,,
,Welch,1955,,Appalachian League,,nemec/MJWXGKT,,,,nemec/Nemec,,playing,,Dennis,,Donald W.,Adkins,,,,
,Fort Walton Beach,1957,,Alabama-Florida League,,nemec/MJWXGKT,,,,nemec/Nemec,,playing,,Dennis,,Donald W.,Adkins,,,,
,Fort Walton Beach,1958,,Alabama-Florida League,,nemec/MJWXGKT,,,,nemec/Nemec,,playing,,Dennis,,Donald W.,Adkins,,,,
,Gastonia,1960,,Western Carolina League,,nemec/MJWXGKT,,,,nemec/Nemec,,playing,,Dennis,,Donald W.,Adkins,,,,
,Henryetta,1922,,Western Association,,blau/DJJLMJX,,,,blau/blau-20170521,,player,,Grady,,,Adkins,,,,
,Vicksburg,1924,,Cotton States League,,blau/DJJLMJX,,,,blau/blau-20170521,,player,,Grady,,,Adkins,,,,
,Joplin,1924,,Western Association,,blau/DJJLMJX,,,,blau/blau-20170521,,player,,Grady,,,Adkins,,,,
,Vicksburg,1925,,Cotton States League,,blau/DJJLMJX,,,,blau/blau-20170521,,player,,Grady,,,Adkins,,,,
,Hattiesburg,1925,,Cotton States League,,blau/CTTMBSV,,,,blau/blau-20161225,,player,,Rex,,,Adkins,,,,
,Grays Harbor,1978,,Northwest League,,nemec/KSTWCFP,,P,,nemec/Nemec,,playing,,Teddy,,Teddy Wayne,Adkins,,,,
,Joplin,1937,,Western Association,,mcconnell/QFNDHGY,,2B,,mcconnell/McConnell,,playing,,James,,James A.,Adlam,,,,
,Amsterdam,1938,,Canadian-American League,,mcconnell/QFNDHGY,,2B,,mcconnell/McConnell,,playing,,James,,James A.,Adlam,,,,
,Joplin,1938,,Western Association,,mcconnell/QFNDHGY,,2B,,mcconnell/McConnell,,playing,,James,,James A.,Adlam,,,,
,Augusta,1939,,South Atlantic League,,mcconnell/QFNDHGY,,2B,,mcconnell/McConnell,,playing,,James,,James A.,Adlam,,,,
,Binghamton,1940,,Eastern League,,mcconnell/QFNDHGY,,2B,,mcconnell/McConnell,,playing,,James,,James A.,Adlam,,,,
,Binghamton,1941,,Eastern League,,mcconnell/QFNDHGY,,2B,,mcconnell/McConnell,,playing,,James,,James A.,Adlam,,,,
,Binghamton,1942,,Eastern League,,mcconnell/QFNDHGY,,2B,,mcconnell/McConnell,,playing,,James,,James A.,Adlam,,,,
,Fond du Lac,1946,,Wisconsin State League,,mcconnell/QFNDHGY,,SS-2B,,mcconnell/McConnell,,playing,,James,,James A.,Adlam,,,,
,Fond du Lac,1947,,Wisconsin State League,,mcconnell/QFNDHGY,,2B-SS,,mcconnell/McConnell,,playing,,James,,James A.,Adlam,,,,
,Quincy,1948,,Illinois-Indiana-Iowa League,,mcconnell/QFNDHGY,,2B,,mcconnell/McConnell,,playing,,James,,James A.,Adlam,,,,
,Quincy,1949,,Illinois-Indiana-Iowa League,,mcconnell/QFNDHGY,,2B,,mcconnell/McConnell,,playing,,James,,James A.,Adlam,,,,
,Quincy,1950,,Illinois-Indiana-Iowa League,,mcconnell/QFNDHGY,,2B,,mcconnell/McConnell,,playing,,James,,James A.,Adlam,,,,
,Fond du Lac,1951,,Wisconsin State League,,mcconnell/QFNDHGY,,2B,,mcconnell/McConnell,,playing,,James,,James A.,Adlam,,,,
,Fond du Lac,1952,,Wisconsin State League,,mcconnell/QFNDHGY,,PH,,mcconnell/McConnell,,playing,,James,,James A.,Adlam,,,,
,Leavenworth,1907,,Western Association,,blau/XWTBSVB,,,,blau/blau-20180521,,player,,,,,Adolph,,,,
,Utica,1909,,New York State League,,blau/QNJTKDH,,,,blau/blau-20170129,,player,,P.,,Peter L.,Adrian,,,,
,Utica,1910,,New York State League,,blau/QNJTKDH,,,,blau/blau-20170129,,player,,P.,,Peter L.,Adrian,,,,
,Dubuque,1961,,Midwest League,,mcconnell/MPLMJYM,,OF,,mcconnell/McConnell,,playing,,Tommie,,Tommie Lee,Agee,,,,
,Cleveland,1962,,American League,,mcconnell/MPLMJYM,,OF,,mcconnell/McConnell,,playing,,Tommie,,Tommie Lee,Agee,,,,
,Burlington,1962,,Carolina League,,mcconnell/MPLMJYM,,OF,,mcconnell/McConnell,,playing,,Tommie,,Tommie Lee,Agee,,,,
,Jacksonville,1962,,International League,,mcconnell/MPLMJYM,,OF,,mcconnell/McConnell,,playing,,Tommie,,Tommie Lee,Agee,,,,
,Cleveland,1963,,American League,,mcconnell/MPLMJYM,,OF,,mcconnell/McConnell,,playing,,Tommie,,Tommie Lee,Agee,,,,
,Charleston,1963,,Eastern League,,mcconnell/MPLMJYM,,OF,,mcconnell/McConnell,,playing,,Tommie,,Tommie Lee,Agee,,,,
,Cleveland,1964,,American League,,mcconnell/MPLMJYM,,OF,,mcconnell/McConnell,,playing,,Tommie,,Tommie Lee,Agee,,,,
,Portland,1964,,Pacific Coast League,,mcconnell/MPLMJYM,,OF,,mcconnell/McConnell,,playing,,Tommie,,Tommie Lee,Agee,,,,
,Chicago,1965,,American League,,mcconnell/MPLMJYM,,OF,,mcconnell/McConnell,,playing,,Tommie,,Tommie Lee,Agee,,,,
,Indianapolis,1965,,Pacific Coast League,,mcconnell/MPLMJYM,,OF,,mcconnell/McConnell,,playing,,Tommie,,Tommie Lee,Agee,,,,
,Chicago,1966,,American League,,mcconnell/MPLMJYM,,OF,,mcconnell/McConnell,,playing,,Tommie,,Tommie Lee,Agee,,,,
,Chicago,1967,,American League,,mcconnell/MPLMJYM,,OF,,mcconnell/McConnell,,playing,,Tommie,,Tommie Lee,Agee,,,,
,New York,1968,,National League,,mcconnell/MPLMJYM,,OF,,mcconnell/McConnell,,playing,,Tommie,,Tommie Lee,Agee,,,,
,New York,1969,,National League,,mcconnell/MPLMJYM,,OF,,mcconnell/McConnell,,playing,,Tommie,,Tommie Lee,Agee,,,,
,New York,1970,,National League,,mcconnell/MPLMJYM,,OF,,mcconnell/McConnell,,playing,,Tommie,,Tommie Lee,Agee,,,,
,New York,1971,,National League,,mcconnell/MPLMJYM,,OF,,mcconnell/McConnell,,playing,,Tommie,,Tommie Lee,Agee,,,,
,New York,1972,,National League,,mcconnell/MPLMJYM,,OF,,mcconnell/McConnell,,playing,,Tommie,,Tommie Lee,Agee,,,,
,Houston/St. Louis,1973,,National League,,mcconnell/MPLMJYM,,OF,,mcconnell/McConnell,,playing,,Tommie,,Tommie Lee,Agee,,,,
,Louisvile,1953,,American Association,,mcconnell/NKKQVQZ,,1B,,mcconnell/McConnell,,playing,,Harry,,Harry,Agganis,,,,
,Boston,1954,,American League,,mcconnell/NKKQVQZ,,1B,,mcconnell/McConnell,,playing,,Harry,,Harry,Agganis,,,,
,Boston,1955,,American League,,mcconnell/NKKQVQZ,,1B,,mcconnell/McConnell,,playing,,Harry,,Harry,Agganis,,,,
,Danville,1913,,Illinois-Indiana-Iowa League,,blau/QYSJSXB,,,,blau/blau-20170319,,player,,Troy,,,Agnew,,,,
,Quincy,1913,,Illinois-Indiana-Iowa League,,blau/QYSJSXB,,,,blau/blau-20170319,,player,,Troy,,,Agnew,,,,
,Fort William,1916,,Northern League,,blau/QYSJSXB,,,,blau/blau-20170319,,player,,Troy,,,Agnew,,,,
,Marshalltown,1917,,Central Association,,blau/QYSJSXB,,,,blau/blau-20170319,,player,,Troy,,,Agnew,,,,
,Alton,1917,,Illinois-Indiana-Iowa League,,blau/QYSJSXB,,,,blau/blau-20170319,,player,,Troy,,,Agnew,,,,
,Joplin,1918,,Western League,,blau/QYSJSXB,,,,blau/blau-20170319,,player,,Troy,,,Agnew,,,,
,Okmulgee,1924,,Western Association,,blau/QYSJSXB,,,,blau/blau-20170319,,manager,,Troy,,,Agnew,,,,
,Veracruz,1974,,Mexican League,,mcconnell/PFVFLGG,,2B-SS,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Aguascalientes,1975,,Mexican League,,mcconnell/PFVFLGG,,2B,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Aguascalientes,1976,,Mexican League,,mcconnell/PFVFLGG,,OF-SS-2B-3B,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Aguascalientes,1977,,Mexican League,,mcconnell/PFVFLGG,,OF-SS-2B-3B,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Aguascalientes,1978,,Mexican League,,mcconnell/PFVFLGG,,3B-SS-OF-2B,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Aguascalientes,1979,,Mexican League,,mcconnell/PFVFLGG,,3B-SS,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Aguascalientes,1980,,Mexican League,,mcconnell/PFVFLGG,,SS,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Aguascalientes,1982,,Mexican League,,mcconnell/PFVFLGG,,3B,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Aguascalientes,1983,,Mexican League,,mcconnell/PFVFLGG,,SS-OF-3B,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Aguascalientes,1984,,Mexican League,,mcconnell/PFVFLGG,,3B-SS,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Aguascalientes,1985,,Mexican League,,mcconnell/PFVFLGG,,3B,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Aguascalientes,1986,,Mexican League,,mcconnell/PFVFLGG,,3B,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Aguascalientes,1987,,Mexican League,,mcconnell/PFVFLGG,,3B,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Aguascalientes,1988,,Mexican League,,mcconnell/PFVFLGG,,3B,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Aguascalientes,1989,,Mexican League,,mcconnell/PFVFLGG,,3B,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Yucatan/Monterrey,1990,,Mexican League,,mcconnell/PFVFLGG,,3B,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,San Luis Potosi,1991,,Mexican League,,mcconnell/PFVFLGG,,3B,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Aguascalientes,1992,,Mexican League,,mcconnell/PFVFLGG,,3B,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Aguascalientes,1993,,Mexican League,,mcconnell/PFVFLGG,,3B,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Aguascalientes,1994,,Mexican League,,mcconnell/PFVFLGG,,DH-3B,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Aguascalientes,1995,,Mexican League,,mcconnell/PFVFLGG,,3B-DH,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Aguascalientes,1996,,Mexican League,,mcconnell/PFVFLGG,,DH-3B,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Yucatan,1997,,Mexican League,,mcconnell/PFVFLGG,,3B-1B,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Cordoba,1998,,Mexican League,,mcconnell/PFVFLGG,,3B-1B,,mcconnell/McConnell,,playing,,Enrique,,Enrique,Aguilar,Martinez,,,
,Chillicothe,1910,,Ohio State League,,blau/MLJSWPZ,,,,blau/blau-20170129,,player,,Robert,,,Ahearn,,,,
,Chillicothe,1911,,Ohio State League,,blau/MLJSWPZ,,,,blau/blau-20170129,,player,,Robert,,,Ahearn,,,,
,Waterbury,1913,,Eastern Association,,blau/KHFSVRP,,,,blau/blau-20180331,,player,,Walter,,,Ahearn,,,,
,New Haven,1932,,Eastern League,,blau/DZBZKWV,,,,blau/blau-20170416,,player,,,,,Ahearn,,,,
,Burlington,1932,,Mississippi Valley League,,blau/PSGZWKR,,,,blau/blau-20170205,,player,,Stewart,,,Aiken,,,,
,Zanesville,1933,,Middle Atlantic League,,blau/PSGZWKR,,,,blau/blau-20170205,,player,,Stewart,,,Aiken,,,,
,Lowell/Lawrence,1908,,New England League,,mcconnell/CYKQXPR,,C,,mcconnell/McConnell,,playing,,Edward,,Edward Wilbur,Ainsmith,,,,
,Lawrence,1909,,New England League,,mcconnell/CYKQXPR,,C,,mcconnell/McConnell,,playing,,Edward,,Edward Wilbur,Ainsmith,,,,
,Washington,1910,,American League,,mcconnell/CYKQXPR,,C,,mcconnell/McConnell,,playing,,Edward,,Edward Wilbur,Ainsmith,,,,
,Lawrence,1910,,New England League,,mcconnell/CYKQXPR,,C,,mcconnell/McConnell,,playing,,Edward,,Edward Wilbur,Ainsmith,,,,
,Washington,1911,,American League,,mcconnell/CYKQXPR,,C,,mcconnell/McConnell,,playing,,Edward,,Edward Wilbur,Ainsmith,,,,
,Washington,1912,,American League,,mcconnell/CYKQXPR,,C,,mcconnell/McConnell,,playing,,Edward,,Edward Wilbur,Ainsmith,,,,
